s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,TC_001,TC_002,TC_003,TC_004,TC_005,TC_006,TC_007,TC_008,TC_009,TC_010,TC_011,TC_012,TC_013,TC_014,TC_015,TC_016,TC_017,TC_018,TC_019,TC_020,TC_021,TC_022,TC_023,TC_024,TC_025,TC_026,TC_027,TC_028,TC_029,TC_030,TC_031,TC_032,TC_033,TC_034,TC_035,TC_036,TC_037,TC_038,TC_039,TC_040,TC_041,TC_042,TC_043,TC_044,TC_045,TC_046,TC_047,TC_048,TC_049,TC_050,TC_051,TC_052,TC_053,TC_054,TC_055,TC_056,TC_057,TC_058,TC_059,TC_060,TC_061,TC_062,TC_063,TC_064,TC_065,TC_066,TC_067,TC_068,TC_069,TC_070,TC_071,TC_087,TC_088,TC_089,TC_090,TC_094,TC_095,TC_096,TC_097,O2_FLOOR,CO2_FLOOR,CO_FLOOR,O2_VENT,CO2_VENT,CO_VENT,Acts
 4.700E+002, 1.486E+002, 1.445E+002, 1.463E+002, 1.544E+002, 1.725E+002, 1.966E+002, 2.097E+002, 2.442E+002, 2.915E+002, 3.623E+001, 8.806E+001, 1.001E+002, 9.705E+001, 8.327E+001, 6.843E+001, 5.879E+001, 4.909E+001, 4.343E+001, 3.501E+001, 2.987E+001, 3.547E+001, 8.445E+001, 7.443E+001, 5.977E+001, 4.446E+001, 3.719E+001, 3.280E+001, 3.064E+001, 3.062E+001, 3.111E+001, 3.126E+001, 2.579E+001, 4.716E+001, 4.984E+001, 3.597E+001, 2.085E+001, 1.938E+001, 1.890E+001, 1.882E+001, 1.880E+001, 1.883E+001, 1.889E+001, 1.615E+002, 1.669E+002, 1.783E+002, 1.814E+002, 1.902E+002, 1.949E+002, 1.922E+002, 7.563E+001, 6.533E+001, 7.420E+001, 7.199E+001, 8.843E+001, 1.036E+002, 7.140E+001, 8.719E+001, 9.598E+001, 9.747E+001, 8.094E+001, 8.828E+001, 7.820E+001, 5.642E+001, 5.597E+001, 7.415E+001, 1.100E+002, 1.094E+002, 7.886E+001, 8.654E+001, 8.089E+001, 9.421E+001, 5.890E+001, 6.621E+001, 5.711E+001, 5.897E+001, 4.632E+001, 5.494E+001, 4.697E+001, 4.350E+001, 2.055E-001, 6.783E-004, 9.235E-007, 1.701E-001, 1.647E-002, 5.045E-005, 7.000E+000
 4.800E+002, 2.123E+002, 2.106E+002, 2.205E+002, 2.358E+002, 2.564E+002, 2.871E+002, 3.042E+002, 3.454E+002, 3.946E+002, 3.644E+001, 9.057E+001, 1.072E+002, 9.876E+001, 7.811E+001, 6.115E+001, 5.084E+001, 4.284E+001, 3.743E+001, 3.118E+001, 3.058E+001, 3.561E+001, 8.815E+001, 8.065E+001, 6.320E+001, 4.159E+001, 3.762E+001, 3.577E+001, 3.497E+001, 3.476E+001, 3.456E+001, 3.494E+001, 2.588E+001, 4.487E+001, 4.243E+001, 2.977E+001, 2.084E+001, 1.928E+001, 1.895E+001, 1.894E+001, 1.898E+001, 1.917E+001, 1.946E+001, 1.890E+002, 2.044E+002, 2.230E+002, 2.289E+002, 2.349E+002, 2.281E+002, 2.147E+002, 8.709E+001, 7.552E+001, 8.071E+001, 8.045E+001, 9.386E+001, 1.088E+002, 8.752E+001, 9.037E+001, 8.566E+001, 1.031E+002, 8.771E+001, 1.017E+002, 7.181E+001, 6.023E+001, 5.844E+001, 8.777E+001, 1.172E+002, 1.092E+002, 8.232E+001, 8.586E+001, 9.088E+001, 9.105E+001, 5.065E+001, 6.548E+001, 6.292E+001, 6.705E+001, 4.488E+001, 4.692E+001, 5.042E+001, 4.702E+001, 2.056E-001, 6.453E-004, 8.195E-007, 1.642E-001, 1.875E-002, 5.761E-005, 7.000E+000
 4.900E+002, 1.620E+002, 1.559E+002, 1.545E+002, 1.585E+002, 1.688E+002, 1.811E+002, 1.892E+002, 2.093E+002, 2.288E+002, 3.664E+001, 8.522E+001, 7.962E+001, 7.383E+001, 5.578E+001, 3.784E+001, 3.370E+001, 3.020E+001, 2.844E+001, 2.704E+001, 2.764E+001, 3.575E+001, 8.758E+001, 8.784E+001, 6.558E+001, 4.116E+001, 3.366E+001, 3.058E+001, 2.949E+001, 2.912E+001, 2.906E+001, 2.965E+001, 2.596E+001, 4.519E+001, 4.211E+001, 2.737E+001, 2.013E+001, 1.909E+001, 1.893E+001, 1.885E+001, 1.886E+001, 1.908E+001, 1.923E+001, 1.554E+002, 1.667E+002, 1.782E+002, 1.806E+002, 1.880E+002, 1.881E+002, 1.858E+002, 8.320E+001, 6.840E+001, 8.358E+001, 7.258E+001, 9.686E+001, 9.690E+001, 7.335E+001, 8.077E+001, 8.329E+001, 8.438E+001, 8.927E+001, 9.172E+001, 7.050E+001, 5.310E+001, 6.260E+001, 8.260E+001, 1.205E+002, 9.889E+001, 7.356E+001, 8.568E+001, 8.495E+001, 8.910E+001, 5.691E+001, 6.749E+001, 6.653E+001, 7.229E+001, 5.135E+001, 5.426E+001, 5.341E+001, 5.195E+001, 2.057E-001, 5.877E-004, 6.397E-007, 1.761E-001, 1.309E-002, 3.984E-005, 7.000E+000
 5.000E+002, 1.403E+002, 1.386E+002, 1.426E+002, 1.525E+002, 1.651E+002, 1.842E+002, 1.973E+002, 2.284E+002, 2.671E+002, 3.681E+001, 8.600E+001, 8.566E+001, 7.360E+001, 6.230E+001, 4.696E+001, 3.286E+001, 2.676E+001, 2.612E+001, 2.664E+001, 2.785E+001, 3.588E+001, 8.346E+001, 8.225E+001, 6.459E+001, 4.271E+001, 3.462E+001, 2.994E+001, 2.864E+001, 2.816E+001, 2.756E+001, 2.751E+001, 2.603E+001, 4.379E+001, 4.225E+001, 3.057E+001, 1.991E+001, 1.885E+001, 1.872E+001, 1.866E+001, 1.867E+001, 1.874E+001, 1.875E+001, 1.477E+002, 1.522E+002, 1.550E+002, 1.555E+002, 1.574E+002, 1.573E+002, 1.554E+002, 7.890E+001, 6.242E+001, 7.785E+001, 7.207E+001, 8.626E+001, 8.694E+001, 6.928E+001, 8.151E+001, 7.749E+001, 8.566E+001, 8.736E+001, 9.475E+001, 6.242E+001, 5.715E+001, 6.394E+001, 8.436E+001, 1.039E+002, 9.162E+001, 6.802E+001, 8.636E+001, 8.655E+001, 9.232E+001, 5.391E+001, 6.444E+001, 6.340E+001, 6.989E+001, 4.820E+001, 5.216E+001, 5.266E+001, 5.998E+001, 2.059E-001, 4.752E-004, 2.869E-007, 1.795E-001, 1.211E-002, 3.678E-005, 7.000E+000
 5.100E+002, 1.481E+002, 1.445E+002, 1.465E+002, 1.565E+002, 1.706E+002, 1.972E+002, 2.135E+002, 2.494E+002, 2.947E+002, 3.697E+001, 8.675E+001, 9.158E+001, 8.302E+001, 6.530E+001, 5.122E+001, 3.194E+001, 2.610E+001, 2.601E+001, 2.659E+001, 2.787E+001, 3.601E+001, 8.495E+001, 7.426E+001, 5.634E+001, 3.818E+001, 3.316E+001, 3.109E+001, 3.045E+001, 3.042E+001, 3.082E+001, 3.158E+001, 2.609E+001, 4.035E+001, 3.053E+001, 2.544E+001, 2.006E+001, 1.921E+001, 1.884E+001, 1.868E+001, 1.863E+001, 1.863E+001, 1.863E+001, 1.508E+002, 1.559E+002, 1.619E+002, 1.645E+002, 1.653E+002, 1.641E+002, 1.590E+002, 8.307E+001, 6.385E+001, 7.255E+001, 6.391E+001, 9.762E+001, 8.883E+001, 7.088E+001, 7.867E+001, 6.894E+001, 7.623E+001, 8.773E+001, 9.540E+001, 5.441E+001, 5.455E+001, 5.627E+001, 8.259E+001, 1.091E+002, 8.172E+001, 6.323E+001, 7.939E+001, 8.430E+001, 7.543E+001, 5.111E+001, 6.061E+001, 6.224E+001, 6.534E+001, 4.748E+001, 5.339E+001, 5.477E+001, 5.635E+001, 2.055E-001, 5.356E-004, 4.780E-007, 1.771E-001, 1.306E-002, 3.974E-005, 7.000E+000
 5.200E+002, 1.466E+002, 1.462E+002, 1.529E+002, 1.621E+002, 1.746E+002, 1.949E+002, 2.074E+002, 2.391E+002, 2.792E+002, 3.710E+001, 8.820E+001, 8.975E+001, 7.731E+001, 4.740E+001, 3.481E+001, 2.920E+001, 2.666E+001, 2.597E+001, 2.670E+001, 2.799E+001, 3.613E+001, 8.863E+001, 7.434E+001, 5.291E+001, 4.081E+001, 3.418E+001, 3.219E+001, 2.960E+001, 2.894E+001, 2.892E+001, 3.004E+001, 2.615E+001, 4.060E+001, 3.050E+001, 2.323E+001, 2.018E+001, 1.914E+001, 1.877E+001, 1.863E+001, 1.862E+001, 1.860E+001, 1.862E+001, 1.556E+002, 1.593E+002, 1.589E+002, 1.580E+002, 1.555E+002, 1.532E+002, 1.498E+002, 8.212E+001, 6.489E+001, 7.758E+001, 6.443E+001, 8.812E+001, 8.993E+001, 8.581E+001, 7.802E+001, 7.277E+001, 7.817E+001, 8.820E+001, 8.763E+001, 6.103E+001, 5.198E+001, 5.527E+001, 8.807E+001, 1.030E+002, 8.935E+001, 6.676E+001, 7.692E+001, 8.891E+001, 8.451E+001, 4.997E+001, 5.728E+001, 6.386E+001, 7.155E+001, 4.569E+001, 4.477E+001, 5.172E+001, 5.786E+001, 2.049E-001, 6.924E-004, 9.710E-007, 1.786E-001, 1.245E-002, 3.785E-005, 7.000E+000
 5.300E+002, 1.529E+002, 1.530E+002, 1.571E+002, 1.688E+002, 1.858E+002, 2.100E+002, 2.238E+002, 2.586E+002, 3.029E+002, 3.722E+001, 8.910E+001, 9.837E+001, 8.922E+001, 6.151E+001, 4.852E+001, 3.507E+001, 2.942E+001, 2.863E+001, 2.814E+001, 2.858E+001, 3.625E+001, 8.379E+001, 6.981E+001, 5.233E+001, 3.349E+001, 2.733E+001, 2.741E+001, 2.912E+001, 2.943E+001, 2.976E+001, 3.041E+001, 2.619E+001, 4.247E+001, 4.274E+001, 3.097E+001, 2.019E+001, 1.905E+001, 1.877E+001, 1.870E+001, 1.868E+001, 1.867E+001, 1.869E+001, 1.542E+002, 1.596E+002, 1.636E+002, 1.639E+002, 1.661E+002, 1.653E+002, 1.641E+002, 7.933E+001, 5.962E+001, 7.330E+001, 6.553E+001, 9.567E+001, 8.943E+001, 7.452E+001, 8.852E+001, 8.024E+001, 8.717E+001, 9.065E+001, 9.374E+001, 6.469E+001, 4.979E+001, 6.149E+001, 8.328E+001, 1.137E+002, 9.063E+001, 6.677E+001, 8.028E+001, 8.391E+001, 9.450E+001, 5.302E+001, 5.972E+001, 6.314E+001, 6.849E+001, 4.668E+001, 4.985E+001, 5.663E+001, 5.757E+001, 2.031E-001, 1.097E-003, 2.244E-006, 1.756E-001, 1.395E-002, 4.254E-005, 7.000E+000
 5.400E+002, 1.392E+002, 1.258E+002, 1.116E+002, 1.125E+002, 1.184E+002, 1.273E+002, 1.333E+002, 1.502E+002, 1.690E+002, 3.732E+001, 1.011E+002, 1.012E+002, 8.592E+001, 6.026E+001, 4.509E+001, 3.801E+001, 3.444E+001, 3.450E+001, 3.405E+001, 3.449E+001, 3.636E+001, 8.254E+001, 7.531E+001, 6.006E+001, 3.781E+001, 3.164E+001, 2.879E+001, 2.877E+001, 2.895E+001, 2.932E+001, 3.001E+001, 2.623E+001, 4.319E+001, 4.703E+001, 3.374E+001, 1.939E+001, 1.876E+001, 1.868E+001, 1.864E+001, 1.863E+001, 1.862E+001, 1.863E+001, 2.076E+002, 2.035E+002, 1.876E+002, 1.828E+002, 1.706E+002, 1.634E+002, 1.534E+002, 7.476E+001, 5.175E+001, 8.015E+001, 8.473E+001, 9.626E+001, 8.053E+001, 9.741E+001, 1.027E+002, 8.529E+001, 7.510E+001, 1.156E+002, 9.879E+001, 6.813E+001, 5.162E+001, 6.510E+001, 8.305E+001, 1.066E+002, 8.760E+001, 7.263E+001, 8.570E+001, 8.400E+001, 1.204E+002, 5.666E+001, 5.607E+001, 6.381E+001, 6.675E+001, 4.736E+001, 5.004E+001, 4.944E+001, 5.593E+001, 2.003E-001, 1.832E-003, 4.558E-006, 1.730E-001, 1.375E-002, 4.193E-005, 7.000E+000
 5.500E+002, 1.265E+002, 1.161E+002, 1.108E+002, 1.131E+002, 1.177E+002, 1.273E+002, 1.345E+002, 1.529E+002, 1.718E+002, 3.741E+001, 1.043E+002, 9.032E+001, 6.963E+001, 3.960E+001, 3.095E+001, 3.076E+001, 3.153E+001, 3.294E+001, 3.594E+001, 3.689E+001, 3.645E+001, 9.131E+001, 8.543E+001, 6.316E+001, 4.225E+001, 3.267E+001, 2.893E+001, 2.809E+001, 2.817E+001, 2.917E+001, 3.066E+001, 2.625E+001, 4.251E+001, 4.369E+001, 3.229E+001, 1.989E+001, 1.867E+001, 1.862E+001, 1.861E+001, 1.861E+001, 1.858E+001, 1.861E+001, 1.993E+002, 1.958E+002, 1.778E+002, 1.715E+002, 1.569E+002, 1.485E+002, 1.408E+002, 7.203E+001, 6.646E+001, 8.354E+001, 8.113E+001, 8.944E+001, 7.727E+001, 1.127E+002, 9.399E+001, 8.240E+001, 7.125E+001, 9.009E+001, 9.179E+001, 6.757E+001, 5.043E+001, 6.297E+001, 7.530E+001, 8.822E+001, 9.194E+001, 7.051E+001, 7.608E+001, 8.011E+001, 1.204E+002, 5.296E+001, 5.046E+001, 6.690E+001, 6.497E+001, 4.375E+001, 4.863E+001, 4.814E+001, 5.496E+001, 2.006E-001, 1.841E-003, 4.581E-006, 1.742E-001, 1.301E-002, 3.960E-005, 7.000E+000
 5.600E+002, 1.481E+002, 1.393E+002, 1.383E+002, 1.493E+002, 1.651E+002, 1.872E+002, 2.022E+002, 2.356E+002, 2.724E+002, 3.749E+001, 1.031E+002, 8.496E+001, 6.624E+001, 4.126E+001, 2.935E+001, 3.061E+001, 3.137E+001, 3.128E+001, 3.348E+001, 3.540E+001, 3.655E+001, 9.308E+001, 8.913E+001, 6.964E+001, 4.822E+001, 3.687E+001, 3.081E+001, 2.968E+001, 2.965E+001, 2.982E+001, 3.133E+001, 2.626E+001, 4.295E+001, 4.362E+001, 3.041E+001, 2.010E+001, 1.868E+001, 1.862E+001, 1.860E+001, 1.860E+001, 1.860E+001, 1.863E+001, 1.924E+002, 1.906E+002, 1.819E+002, 1.771E+002, 1.649E+002, 1.543E+002, 1.458E+002, 7.341E+001, 6.524E+001, 8.884E+001, 7.831E+001, 8.530E+001, 7.978E+001, 1.121E+002, 8.682E+001, 8.833E+001, 7.760E+001, 9.282E+001, 8.951E+001, 7.023E+001, 5.272E+001, 6.185E+001, 7.516E+001, 8.847E+001, 9.447E+001, 7.480E+001, 8.344E+001, 8.236E+001, 1.121E+002, 5.693E+001, 5.343E+001, 6.380E+001, 6.161E+001, 4.209E+001, 4.710E+001, 4.519E+001, 5.433E+001, 2.041E-001, 9.950E-004, 1.921E-006, 1.735E-001, 1.476E-002, 4.507E-005, 7.000E+000
 5.700E+002, 1.555E+002, 1.419E+002, 1.298E+002, 1.295E+002, 1.318E+002, 1.443E+002, 1.520E+002, 1.665E+002, 1.840E+002, 3.758E+001, 1.025E+002, 9.246E+001, 7.411E+001, 4.841E+001, 3.056E+001, 3.093E+001, 3.171E+001, 3.240E+001, 3.509E+001, 3.693E+001, 3.663E+001, 8.698E+001, 8.473E+001, 6.533E+001, 4.536E+001, 3.788E+001, 3.330E+001, 3.129E+001, 3.053E+001, 2.985E+001, 2.980E+001, 2.627E+001, 4.290E+001, 4.462E+001, 3.161E+001, 2.049E+001, 1.864E+001, 1.860E+001, 1.858E+001, 1.859E+001, 1.860E+001, 1.864E+001, 1.833E+002, 1.855E+002, 1.833E+002, 1.823E+002, 1.754E+002, 1.675E+002, 1.591E+002, 8.679E+001, 5.663E+001, 7.296E+001, 6.629E+001, 9.397E+001, 8.594E+001, 9.003E+001, 8.355E+001, 8.200E+001, 7.869E+001, 1.146E+002, 9.983E+001, 6.547E+001, 5.912E+001, 6.334E+001, 8.981E+001, 1.096E+002, 8.486E+001, 7.692E+001, 8.508E+001, 8.845E+001, 1.017E+002, 6.023E+001, 5.955E+001, 6.267E+001, 7.073E+001, 4.999E+001, 5.297E+001, 5.147E+001, 6.054E+001, 2.043E-001, 7.979E-004, 1.304E-006, 1.721E-001, 1.438E-002, 4.389E-005, 7.000E+000
 5.800E+002, 1.554E+002, 1.435E+002, 1.387E+002, 1.448E+002, 1.558E+002, 1.748E+002, 1.869E+002, 2.165E+002, 2.569E+002, 3.769E+001, 1.044E+002, 8.052E+001, 5.941E+001, 4.167E+001, 3.439E+001, 3.363E+001, 3.448E+001, 3.505E+001, 3.577E+001, 3.746E+001, 3.671E+001, 8.955E+001, 9.164E+001, 7.278E+001, 5.018E+001, 3.579E+001, 3.196E+001, 3.079E+001, 3.087E+001, 3.073E+001, 3.123E+001, 2.628E+001, 4.229E+001, 4.495E+001, 3.274E+001, 2.043E+001, 1.868E+001, 1.858E+001, 1.857E+001, 1.857E+001, 1.859E+001, 1.862E+001, 2.146E+002, 2.093E+002, 1.963E+002, 1.926E+002, 1.746E+002, 1.630E+002, 1.505E+002, 7.659E+001, 6.008E+001, 9.279E+001, 8.365E+001, 8.663E+001, 7.958E+001, 1.087E+002, 8.846E+001, 7.880E+001, 6.919E+001, 1.098E+002, 8.715E+001, 6.379E+001, 5.240E+001, 6.928E+001, 7.927E+001, 9.312E+001, 8.002E+001, 7.022E+001, 8.821E+001, 8.284E+001, 1.187E+002, 5.550E+001, 5.853E+001, 6.744E+001, 6.424E+001, 5.078E+001, 4.552E+001, 5.514E+001, 5.596E+001, 2.056E-001, 5.681E-004, 5.784E-007, 1.685E-001, 1.629E-002, 4.989E-005, 7.000E+000
 5.900E+002, 1.453E+002, 1.345E+002, 1.319E+002, 1.403E+002, 1.543E+002, 1.739E+002, 1.853E+002, 2.149E+002, 2.510E+002, 3.781E+001, 1.062E+002, 9.269E+001, 7.144E+001, 4.076E+001, 3.289E+001, 3.300E+001, 3.444E+001, 3.421E+001, 3.582E+001, 3.671E+001, 3.680E+001, 9.577E+001, 8.699E+001, 6.454E+001, 4.519E+001, 3.536E+001, 3.343E+001, 3.366E+001, 3.346E+001, 3.416E+001, 3.471E+001, 2.628E+001, 4.204E+001, 4.096E+001, 2.800E+001, 2.094E+001, 1.930E+001, 1.885E+001, 1.862E+001, 1.859E+001, 1.861E+001, 1.866E+001, 2.232E+002, 2.196E+002, 2.031E+002, 1.976E+002, 1.778E+002, 1.647E+002, 1.522E+002, 7.048E+001, 6.887E+001, 9.504E+001, 8.362E+001, 7.697E+001, 7.333E+001, 1.179E+002, 1.003E+002, 8.514E+001, 7.582E+001, 1.084E+002, 8.769E+001, 6.689E+001, 5.362E+001, 6.731E+001, 7.534E+001, 7.752E+001, 9.370E+001, 7.624E+001, 8.408E+001, 8.454E+001, 1.246E+002, 4.652E+001, 5.527E+001, 7.305E+001, 6.222E+001, 4.896E+001, 4.923E+001, 5.975E+001, 5.423E+001, 2.052E-001, 6.498E-004, 8.361E-007, 1.739E-001, 1.405E-002, 4.285E-005, 7.000E+000
 6.000E+002, 1.539E+002, 1.486E+002, 1.473E+002, 1.552E+002, 1.737E+002, 1.999E+002, 2.170E+002, 2.603E+002, 3.171E+002, 3.795E+001, 1.004E+002, 8.834E+001, 7.343E+001, 4.007E+001, 2.716E+001, 2.801E+001, 2.898E+001, 2.967E+001, 3.231E+001, 3.315E+001, 3.688E+001, 9.768E+001, 9.830E+001, 7.587E+001, 4.746E+001, 3.601E+001, 3.202E+001, 3.144E+001, 3.138E+001, 3.136E+001, 3.123E+001, 2.627E+001, 4.149E+001, 3.837E+001, 2.689E+001, 2.072E+001, 1.918E+001, 1.874E+001, 1.858E+001, 1.858E+001, 1.859E+001, 1.860E+001, 1.931E+002, 1.938E+002, 1.875E+002, 1.836E+002, 1.719E+002, 1.607E+002, 1.490E+002, 6.746E+001, 7.038E+001, 8.631E+001, 7.686E+001, 7.478E+001, 7.715E+001, 1.056E+002, 8.695E+001, 8.596E+001, 7.945E+001, 1.009E+002, 7.968E+001, 7.153E+001, 5.600E+001, 6.607E+001, 7.475E+001, 7.128E+001, 9.589E+001, 8.282E+001, 9.024E+001, 8.282E+001, 1.066E+002, 5.504E+001, 5.531E+001, 7.121E+001, 6.059E+001, 4.286E+001, 4.669E+001, 5.293E+001, 5.414E+001, 2.049E-001, 6.971E-004, 9.856E-007, 1.717E-001, 1.541E-002, 4.712E-005, 7.000E+000
